,Rank,Name,Net worth,Age,Citizenship,Source,Industry
1629,1575,Wang Chaobin,$1.9 B,67,China,Real estate,
1630,1575,Wang Ren-sheng,$1.9 B,91,Taiwan,Retail,
1631,1575,Charlotte Colket Weber,$1.9 B,80,United States,Campbell Soup,
1632,1575,Xie Juhua & family,$1.9 B,72,China,Pharmaceuticals,
1633,1575,Chuanhua Xu & family,$1.9 B,88,China,"Chemicals, logistics",
1634,1575,Gavril Yushvaev & family,$1.9 B,65,Russia,"Precious metals, real estate",
1635,1575,Zhang Hongwei,$1.9 B,68,China,"Oil, banking",
1636,1575,Anita Zucker,$1.9 B,71,United States,Chemicals,
1637,1647,Cameron Adams,$1.8 B,43,Australia,Software,
1638,1647,Will Adderley,$1.8 B,51,United Kingdom,Home furnishings,
1639,1647,Faisal Bin Qassim Al Thani,$1.8 B,75,Qatar,"Hotels, diversified",
1640,1647,Leslie Alexander,$1.8 B,79,United States,Sports team,
1641,1647,Masaaki Arai,$1.8 B,57,Japan,Home sales,
1642,1647,Sabrina Benetton,$1.8 B,49,Italy,"Fashion retail, investments",
1643,1647,Sanjeev Bikhchandani,$1.8 B,59,India,Internet,
1644,1647,O. Francis Biondi,$1.8 B,58,United States,Hedge funds,
1645,1647,Alejandro Bulgheroni,$1.8 B,78,Argentina,Oil & gas,
1646,1647,R.G. Chandramogan,$1.8 B,74,India,Dairy,
1647,1647,Binod Chaudhary,$1.8 B,67,Nepal,Diversified,
1648,1647,Parker Conrad,$1.8 B,42,United States,Software,
1649,1647,Tim Cook,$1.8 B,62,United States,Apple,
1650,1647,Mark Coombs,$1.8 B,62,United Kingdom,Finance,
1651,1647,John de Mol,$1.8 B,68,Netherlands,TV programs,
1652,1647,D. Leopoldo Del Pino,$1.8 B,60,Spain,Construction,
1653,1647,Diao Zhizhong,$1.8 B,59,China,Software,
1654,1647,Robert Duggan,$1.8 B,78,United States,Pharmaceuticals,
1655,1647,James France,$1.8 B,78,United States,"Nascar, racing",
1656,1647,Phillip Frost,$1.8 B,86,United States,Pharmaceuticals,
1657,1647,Jayme Garfinkel & family,$1.8 B,77,Brazil,Insurance,
1658,1647,Christopher Goldsbury,$1.8 B,80,United States,Salsa,
1659,1647,Yusuf Hamied,$1.8 B,86,India,Pharmaceuticals,
1660,1647,Brian Higgins,$1.8 B,58,United States,Hedge funds,
1661,1647,Wei Huang,$1.8 B,63,China,Real estate,
1662,1647,Yintai Jiang & family,$1.8 B,72,China,Auto parts,
1663,1647,Lei Jin,$1.8 B,57,China,Pharmaceuticals,
1664,1647,Jin Lei & family,$1.8 B,68,China,Medical equipment,
1665,1647,Valentin Kipyatkov,$1.8 B,46,Cyprus,Software,
1666,1647,Koo Kwang-mo,$1.8 B,45,South Korea,LG,
1667,1647,George Kurtz,$1.8 B,52,United States,Security software,
1668,1647,Joe Lacob,$1.8 B,67,United States,Golden State Warriors,
1669,1647,Joe Lau,$1.8 B,33,United States,"Blockchain, technology",
1670,1647,Louise Lindh,$1.8 B,43,Sweden,Investments,
1671,1647,Luo Yangyong & family,$1.8 B,47,China,Mining,
1672,1647,Joao Roberto Marinho,$1.8 B,69,Brazil,Media,
1673,1647,Jose Roberto Marinho,$1.8 B,67,Brazil,Media,
1674,1647,Roberto Irineu Marinho,$1.8 B,75,Brazil,Media,
1675,1647,Gary Michelson,$1.8 B,74,United States,Medical patents,
1676,1647,Robert G. Miller,$1.8 B,77,Canada,Electronics components,
1677,1647,David Mindus,$1.8 B,51,Sweden,Real estate,
1678,1647,Adriaan Mol,$1.8 B,39,Netherlands,Fintech,
1679,1647,Mofatraj Munot,$1.8 B,78,India,Real estate,
1680,1647,Ezra Nahmad,$1.8 B,77,Monaco,Art,
1681,1647,Satyanarayan Nuwal,$1.8 B,70,India,Industrial explosives,
1682,1647,Maike Oberwelland-Height,$1.8 B,N/A,Germany,Candy,
1683,1647,Nihat Ozdemir,$1.8 B,72,Turkey,Diversified,
1684,1647,Benjamin Zhengmin Pan & family,$1.8 B,53,China,Electronics,
1685,1647,Pierre Karl Péladeau,$1.8 B,61,Canada,Media,
1686,1647,Ronald Perelman,$1.8 B,80,United States,Leveraged buyouts,
1687,1647,Olivier Pomel,$1.8 B,46,France,Cloud computing,
1688,1647,Krit Ratanarak,$1.8 B,76,Thailand,"Media, real estate",
1689,1647,Vinod Saraf,$1.8 B,70,India,Chemicals,
1690,1647,Karin Schick,$1.8 B,N/A,Germany,Information technology,
1691,1647,Anatoly Sedykh,$1.8 B,58,Russia,Steel pipes,
1692,1647,Genhuo Shao,$1.8 B,57,China,Agribusiness,
1693,1647,Shen Xiqiang & family,$1.8 B,75,China,Chemical,
1694,1647,S.D. Shibulal,$1.8 B,68,India,Software services,
1695,1647,Suh Kyung-bae,$1.8 B,60,South Korea,Cosmetics,
1696,1647,Bambang Sutantio,$1.8 B,64,Indonesia,Dairy & consumer products,
1697,1647,Sze Man Bok,$1.8 B,73,China,Hygiene products,
1698,1647,Jim Thompson,$1.8 B,83,United States,Logistics,
1699,1647,Tran Dinh Long,$1.8 B,62,Vietnam,Steel,
1700,1647,Alan Trefler,$1.8 B,67,United States,Software,
1701,1647,Riaz Valani,$1.8 B,46,United States,E-cigarettes,
1702,1647,Pieter van der Does,$1.8 B,53,Netherlands,Payments software,
1703,1647,Martin Viessmann,$1.8 B,69,Germany,Heating and cooling equipment,
1704,1647,Nikil Viswanathan,$1.8 B,35,United States,Blockchain technology,
1705,1647,Todd Wagner,$1.8 B,62,United States,Online media,
1706,1647,Evan Williams,$1.8 B,51,United States,Twitter,
1707,1647,Kie Chie Wong,$1.8 B,75,Malaysia,Investments,
1708,1647,Thomas Wu,$1.8 B,72,Taiwan,Finance,
1709,1647,Wu Yingming,$1.8 B,56,China,Batteries,
1710,1647,Amy Wyss,$1.8 B,52,United States,Medical equipment,
1711,1647,Yan Zhi,$1.8 B,50,China,Real estate,
1712,1647,Yoshiaki Yoshida,$1.8 B,82,Japan,cosmetics,
1713,1647,Alan Zekelman,$1.8 B,60,Canada,Steel,
1714,1647,Zhang Li,$1.8 B,70,China,Real estate,
1715,1725,Amy Adams Strunk,$1.7 B,67,United States,Tennessee Titans,
1716,1725,Marc Andreessen,$1.7 B,51,United States,Venture capital investing,
1717,1725,Giovanni Arvedi,$1.7 B,85,Italy,Steel,
1718,1725,Lesley Bamberger,$1.7 B,57,Netherlands,Real estate,
1719,1725,Bang Si-hyuk,$1.7 B,50,South Korea,Entertainment,
1720,1725,David Booth,$1.7 B,77,United States,Mutual funds,
1721,1725,Jim Breyer,$1.7 B,61,United States,Venture capital,
1722,1725,Chen Kaichen,$1.7 B,N/A,China,Household chemicals,
1723,1725,Kommer Damen,$1.7 B,79,Netherlands,Shipbuilding,
1724,1725,Carl DeSantis,$1.7 B,83,United States,Energy drink,
1725,1725,Marek Dospiva,$1.7 B,53,Czech Republic,Investments,
1726,1725,Keith Dunleavy & family,$1.7 B,53,United States,Health IT,
1727,1725,John Elkann,$1.7 B,47,Italy,"FIAT, investments",
1728,1725,Francois Feuillet & family,$1.7 B,74,France,"Motorhomes, RVs",
1729,1725,Yasuhiro Fukushima,$1.7 B,75,Japan,Video games,
1730,1725,Mario Gabelli,$1.7 B,81,United States,Money management,
1731,1725,Rolf Gerling,$1.7 B,68,Germany,Insurance,
1732,1725,John Goff,$1.7 B,67,United States,Real estate,
1733,1725,Alexandre Grendene Bartelle,$1.7 B,73,Brazil,Shoes,
1734,1725,Gerry Harvey,$1.7 B,83,Australia,Retail,
1735,1725,He Zhaoxi,$1.7 B,49,China,Software,
1736,1725,William Heinecke,$1.7 B,73,Thailand,Hotels,
1737,1725,Jay Hennick,$1.7 B,66,Canada,Real estate finance,
1738,1725,Ilkka Herlin,$1.7 B,64,Finland,"Elevators, escalators",
1739,1725,Asok Kumar Hiranandani,$1.7 B,68,Singapore,Real estate,
1740,1725,Hal Jackman,$1.7 B,90,Canada,"Insurance, investments",
1741,1725,Pavan Jain,$1.7 B,71,India,Chemicals,
1742,1725,Keeree Kanjanapas,$1.7 B,72,Thailand,Transportation,
1743,1725,Osman Kibar,$1.7 B,52,United States,Biotech,
1744,1725,Kim Chang-soo,$1.7 B,62,South Korea,Apparel,
1745,1725,Kim Jung-min,$1.7 B,21,South Korea,Online gaming,
1746,1725,Kim Jung-youn,$1.7 B,19,South Korea,Online gaming,
1747,1725,Mustafa Kucuk,$1.7 B,59,Turkey,Fashion retail,
1748,1725,Christopher Kwok,$1.7 B,37,Hong Kong,Real estate,
1749,1725,Edward Kwok,$1.7 B,42,Hong Kong,Real estate,
1750,1725,Lai Jianfa,$1.7 B,53,China,Express delivery,
1751,1725,Lau Cho Kun,$1.7 B,87,Malaysia,"Palm oil, property",
1752,1725,Alexis Lê-Quôc,$1.7 B,48,United States,Cloud computing,
1753,1725,Lei Jufang,$1.7 B,70,China,Pharmaceuticals,
1754,1725,James Leininger,$1.7 B,78,United States,Medical products,
1755,1725,Xuhui Li,$1.7 B,54,China,Soy sauce,
1756,1725,Jimmy John Liautaud,$1.7 B,59,United States,Sandwich chain,
1757,1725,Lin Lairong & family,$1.7 B,54,China,Iron ore mining,
1758,1725,Lu Di,$1.7 B,N/A,China,Drones,
1759,1725,Palmer Luckey,$1.7 B,30,United States,Virtual reality,
1760,1725,Duncan MacMillan,$1.7 B,85,United States,Bloomberg LP,
1761,1725,Yusaku Maezawa,$1.7 B,47,Japan,Online retail,
1762,1725,Ilson Mateus & family,$1.7 B,60,Brazil,Supermarkets,
1763,1725,Meng Qingshan & family,$1.7 B,74,China,Chemicals,
1764,1725,Alberto Palatchi,$1.7 B,73,Spain,Wedding dresses,
1765,1725,Mrudula Parekh,$1.7 B,75,India,Adhesives,
1766,1725,Dragos Paval,$1.7 B,56,Romania,Retail,
1767,1725,Jorge Perez,$1.7 B,73,United States,Real estate,
1768,1725,Dmitry Pumpyansky,$1.7 B,59,Russia,Steel pipes,
1769,1725,Jinsheng Ren & family,$1.7 B,60,China,Pharmaceutical,
1770,1725,Brian Roberts,$1.7 B,63,United States,Comcast,
1771,1725,"Joe Rogers, Jr.",$1.7 B,76,United States,Waffle House,
1772,1725,Ruan Shuilong & family,$1.7 B,87,China,Chemicals,
1773,1725,Paul Saville,$1.7 B,67,United States,Homebuilder,
1774,1725,Ivan Savvidis & family,$1.7 B,64,Russia,Agribusiness,
1775,1725,Keiichi Shibahara,$1.7 B,58,Japan,Healthcare,
1776,1725,Rajju Shroff,$1.7 B,89,India,Agrochemicals,
1777,1725,Sun Huaiqing & family,$1.7 B,53,China,Cosmetics,
1778,1725,Alain Taravella,$1.7 B,75,France,Real estate development,
1779,1725,Jonathan Tisch,$1.7 B,69,United States,"Insurance, NFL team",
1780,1725,Kenneth Tuchman,$1.7 B,63,United States,Call centers,
1781,1725,Wang Chou-hsiong,$1.7 B,82,Taiwan,Footwear,
1782,1725,Wang Minwen,$1.7 B,59,China,Semiconductor,
1783,1725,Tom Werner,$1.7 B,72,United States,Sports teams,
1784,1725,Stephen Winn,$1.7 B,76,United States,Real estate services,
1785,1725,Ian Wood & family,$1.7 B,80,United Kingdom,Energy services,
1786,1725,Wu Lanlan & family,$1.7 B,49,China,Packaging,
1787,1725,Xu Bingzhong,$1.7 B,49,China,Bars,
1788,1725,Yang Xuegang,$1.7 B,58,China,Coking,
1789,1725,Vladimir Yevtushenkov,$1.7 B,74,Russia,"Telecom, investments",
1790,1725,David Zalik,$1.7 B,49,United States,Financial technology,
1791,1725,Zheng Xiaodong,$1.7 B,59,China,Manufacturing,
1792,1725,Zhong Ruonong & family,$1.7 B,60,China,Electronics,
1793,1804,Noubar Afeyan,$1.6 B,60,United States,Biotech,
1794,1804,Syed Mokhtar AlBukhary,$1.6 B,71,Malaysia,"Engineering, automotive",
1795,1804,"Herbert Allen, Jr. & family",$1.6 B,83,United States,Investment banking,
1796,1804,Vasily Anisimov,$1.6 B,71,Russia,Real estate,
1797,1804,Clifford Asness,$1.6 B,56,United States,Money management,
1798,1804,Louis Bacon,$1.6 B,66,United States,Hedge funds,
1799,1804,Bai Baokun,$1.6 B,53,China,Hardware,
1800,1804,Alex Birkenstock,$1.6 B,54,Germany,Shoes,
1801,1804,Christian Birkenstock,$1.6 B,50,Germany,Shoes,
1802,1804,Josef Boquoi & family,$1.6 B,89,Germany,Frozen foods,
1803,1804,Cai Huabo,$1.6 B,47,China,Electronics,
1804,1804,Chen Tianshi,$1.6 B,38,China,Semiconductors,
1805,1804,Chen Yung-tai,$1.6 B,87,Taiwan,Real estate,
1806,1804,Chey Tae-won,$1.6 B,62,South Korea,"Oil, semiconductor",
1807,1804,Ivan Chrenko,$1.6 B,55,Slovakia,Real estate,
1808,1804,Robert Clark,$1.6 B,64,United States,Construction,
1809,1804,Jack Cockwell,$1.6 B,82,Canada,"Real estate, private equity",
1810,1804,Tench Coxe,$1.6 B,65,United States,Venture capital,
1811,1804,Jim Crane,$1.6 B,69,United States,"Logistics, baseball",
1812,1804,Norbert Dentressangle,$1.6 B,68,France,"Transport, logistics",
1813,1804,Jamie Dimon,$1.6 B,67,United States,Banking,
1814,1804,Daniel Dines,$1.6 B,51,Romania,Software,
1815,1804,Alfredo Egydio Arruda Villela Filho,$1.6 B,53,Brazil,Banking,
1816,1804,Gary Fegel,$1.6 B,49,Switzerland,"Commodities, investments",
1817,1804,"William Foley, II.",$1.6 B,78,United States,Financial services,
1818,1804,Richard Fortin,$1.6 B,74,Canada,Convinience stores,
1819,1804,Gao Yi & family,$1.6 B,54,China,Pharmaceuticals,
1820,1804,Giammaria Giuliani,$1.6 B,45,Switzerland,Pharmaceuticals,
1821,1804,Bill Gross,$1.6 B,78,United States,Investments,
1822,1804,Sue Gross,$1.6 B,73,United States,Investments,
1823,1804,Irving Grousbeck & family,$1.6 B,88,United States,"Telecommunication, sports",
1824,1804,Timothy Headington,$1.6 B,72,United States,"Oil & gas, investments",
1825,1804,Ilona Herlin,$1.6 B,58,Finland,"Elevators, escalators",
1826,1804,David Hoffmann,$1.6 B,70,United States,"Executive search, investments",
1827,1804,Stanley Hubbard,$1.6 B,89,United States,DirecTV,
1828,1804,Hui Lin Chit,$1.6 B,69,China,Hygiene products,
1829,1804,Tianjiang Jia & family,$1.6 B,60,China,Non-ferrous metals,
1830,1804,Zhaobai Jiang,$1.6 B,59,China,Real estate,
1831,1804,Sergei Katsiev,$1.6 B,65,Russia,"Retail, wholesale",
1832,1804,Kim Jae-young,$1.6 B,N/A,South Korea,Online games,
1833,1804,Randal J. Kirk,$1.6 B,69,United States,Pharmaceuticals,
1834,1804,William Koch,$1.6 B,82,United States,"Oil, investments",
1835,1804,Pyotr Kondrashev,$1.6 B,73,Russia,Investments,
1836,1804,Eiichi Kuriwada,$1.6 B,76,Japan,Package delivery,
1837,1804,Robert Langer,$1.6 B,74,United States,Biotech,
1838,1804,Anthony Langley,$1.6 B,68,United Kingdom,Manufacturing,
1839,1804,Marianna Latsis & family,$1.6 B,70,Greece,"Banking, shipping",
1840,1804,Lee Yeow Seng,$1.6 B,45,Malaysia,"Palm oil, property",
1841,1804,Li Sze Lim,$1.6 B,66,Hong Kong,Real estate,
1842,1804,Li Wa,$1.6 B,57,Hong Kong,Real estate,
1843,1804,Li Weiwei,$1.6 B,46,China,Online games,
1844,1804,Liang Qin & family,$1.6 B,51,China,Semiconductor devices,
1845,1804,Vincent Lo,$1.6 B,75,Hong Kong,Real estate,
1846,1804,Terence (Terry) Matthews,$1.6 B,80,Canada,Telecom,
1847,1804,Jim McKelvey,$1.6 B,57,United States,Mobile payments,
1848,1804,P.N.C. Menon,$1.6 B,74,Oman,Real estate,
1849,1804,Massimo Moratti,$1.6 B,77,Italy,Oil refinery,
1850,1804,Liora Ofer,$1.6 B,69,Israel,Investments,
1851,1804,Stefan Pierer,$1.6 B,66,Austria,Automotive,
1852,1804,Andreas Pohl,$1.6 B,58,Germany,Mutual funds,
1853,1804,"Reinfried Pohl, Jr.",$1.6 B,63,Germany,Mutual funds,
1854,1804,Michael Polsky,$1.6 B,74,United States,Electric power,
1855,1804,Francisco Jose Riberas Mera,$1.6 B,58,Spain,"Steel, autoparts",
1856,1804,Juan Maria Riberas Mera,$1.6 B,54,Spain,"Steel, investments",
1857,1804,Andres Santo Domingo,$1.6 B,44,United States,Beer,
1858,1804,Sathien Sathientham,$1.6 B,68,Thailand,energy drinks,
1859,1804,Shang Xiaobo & family,$1.6 B,49,China,Manufacturing,
1860,1804,Yuri Shefler,$1.6 B,55,Russia,Alcohol,
1861,1804,Evgeny (Eugene) Shvidler,$1.6 B,59,United States,"Metals, investments",
1862,1804,Ryan Smith,$1.6 B,44,United States,Cloud computing,
1863,1804,Zakhar Smushkin,$1.6 B,61,Russia,"Pulp and paper, diversified",
1864,1804,Peter Sperling,$1.6 B,63,United States,Education,
1865,1804,Laurie Tisch,$1.6 B,72,United States,"Insurance, NFL team",
1866,1804,Steven Tisch,$1.6 B,74,United States,Insurance,
1867,1804,Michael Tojner,$1.6 B,57,Austria,"Batteries, investments",
1868,1804,August Troendle,$1.6 B,67,United States,Pharmaceutical services,
1869,1804,Tseng Sing-ai,$1.6 B,N/A,Taiwan,Petrochemicals,
1870,1804,Sekar Vembu,$1.6 B,51,India,Business software,
1871,1804,Chris Wallin,$1.6 B,70,Australia,Mining,
1872,1804,Wang Changtian,$1.6 B,57,China,"TV, movie production",
1873,1804,Ning Wang & family,$1.6 B,36,China,Toys,
1874,1804,Scott Watterson,$1.6 B,67,United States,Fitness equipment,
1875,1804,Dan Wilks,$1.6 B,66,United States,Natural gas,
1876,1804,Alan Wilson,$1.6 B,82,Australia,Retailing,
1877,1804,Bruce Wilson,$1.6 B,76,Australia,Retailing,
1878,1804,John Wilson,$1.6 B,85,Australia,Retailing,
1879,1804,Anthony Wood,$1.6 B,57,United States,Roku,
1880,1804,Wu Ying,$1.6 B,58,China,Materials,
1881,1804,Wu Yulan,$1.6 B,53,China,Pharmaceuticals,
1882,1804,Zhongyi Wu,$1.6 B,49,China,electronics,
1883,1804,Xiang Guangming & family,$1.6 B,59,China,Waste disposal,
1884,1804,Xue Xiangdong & family,$1.6 B,64,China,Software,
1885,1804,George Yancopoulos,$1.6 B,63,United States,Pharmaceuticals,
1886,1804,Steven Meng Yang & family,$1.6 B,40,China,Electronics,
1887,1804,Ye Fan & family,$1.6 B,52,China,Auto dealerships,
1888,1804,Yi Dasheng,$1.6 B,62,China,Conglomerate,
1889,1804,Yu Lili,$1.6 B,55,China,Electronic components,
1890,1804,Zeng Kaitian,$1.6 B,48,China,Online games,
1891,1804,Zhang Xuexin & family,$1.6 B,75,China,Aluminum,
1892,1804,Yubai Zhang,$1.6 B,58,China,Wine,
1893,1804,Fredrik Österberg,$1.6 B,52,Sweden,Gambling products,
1894,1905,Shiv Kishan Agrawal,$1.5 B,82,India,Snacks,
1895,1905,Aziz Akhannouch & family,$1.5 B,62,Morocco,"Petroleum, diversified",
1896,1905,Hamdi Akin & family,$1.5 B,68,Turkey,Diversified,
1897,1905,Nerio Alessandri,$1.5 B,61,Italy,Gym equipment,
1898,1905,Alexandra Andresen,$1.5 B,26,Norway,Investments,
1899,1905,Katharina Andresen,$1.5 B,27,Norway,Investments,
1900,1905,Patricia Angelini Rossi,$1.5 B,68,Chile,"Forestry, mining",
1901,1905,Mori Arkin,$1.5 B,70,Israel,Pharmaceuticals,
1902,1905,Barbara Benetton,$1.5 B,53,Italy,"Fashion retail, investments",
1903,1905,Angela Bennett,$1.5 B,79,Australia,Mining,
1904,1905,Zadik Bino & family,$1.5 B,79,Israel,"Banking, oil",
1905,1905,Paolo Bulgari,$1.5 B,85,Italy,Luxury goods,
1906,1905,Saket Burman,$1.5 B,46,United Kingdom,Consumer goods,
1907,1905,Ahmet Calik,$1.5 B,65,Turkey,"Energy, banking, construction",
1908,1905,Safra Catz,$1.5 B,61,United States,Software,
1909,1905,Chang Kuo-Hua,$1.5 B,68,Taiwan,"Shipping, airlines",
1910,1905,Chu Jian,$1.5 B,60,China,Manufacturing,
1911,1905,Sandor Csanyi,$1.5 B,70,Hungary,"Finance, real estate",
1912,1905,Ana Lucia de Mattos Barretto Villela,$1.5 B,49,Brazil,Banking,
1913,1905,Federico De Nora,$1.5 B,55,Italy,Electrodes,
1914,1905,Bharat Desai,$1.5 B,70,United States,IT consulting,
1915,1905,Mohammed Dewji,$1.5 B,47,Tanzania,Diversified,
1916,1905,Egon Durban,$1.5 B,49,United States,Private equity,
1917,1905,Fu Mingkang & family,$1.5 B,60,China,Manufacturing,
1918,1905,Alan Gerry,$1.5 B,94,United States,Cable television,
1919,1905,Philippe Ginestet & family,$1.5 B,69,France,Retail stores,
1920,1905,G. Gnanalingam,$1.5 B,78,Malaysia,Ports,
1921,1905,Esther Grether,$1.5 B,87,Switzerland,Art collection,
1922,1905,Wei Gu,$1.5 B,58,China,Consumer electronics,
1923,1905,Patrick Hanrahan,$1.5 B,67,United States,Software,
1924,1905,Kenneth Hao,$1.5 B,54,United States,Private equity,
1925,1905,Jaroslav Hascak & family,$1.5 B,53,Slovakia,Investments,
1926,1905,He Zhenggang,$1.5 B,69,China,Chemicals,
1927,1905,Niranjan Hiranandani,$1.5 B,73,India,Real estate,
1928,1905,Ho Hung Anh,$1.5 B,52,Vietnam,"Consumer products, banking",
1929,1905,Archie Hwang,$1.5 B,70,Taiwan,Semiconductors,
1930,1905,Peter Jackson,$1.5 B,61,New Zealand,"Movies, digital effects",
1931,1905,Stephen Jarislowsky,$1.5 B,97,Canada,Money management,
1932,1905,Rajeev Juneja,$1.5 B,57,India,Phamaceuticals,
1933,1905,Ramesh Juneja,$1.5 B,67,India,Pharmaceuticals,
1934,1905,Ke Xiping & family,$1.5 B,62,China,Investments,
1935,1905,Kim Jun-ki,$1.5 B,78,South Korea,Diversified,
1936,1905,Sidney Kimmel,$1.5 B,95,United States,Retail,
1937,1905,Jim Koch,$1.5 B,73,United States,Beer,
1938,1905,Raj Kumar,$1.5 B,68,Singapore,"Real estate, hotels",
1939,1905,Spiro Latsis & family,$1.5 B,76,Greece,"Banking, shipping",
1940,1905,Peter Leibinger,$1.5 B,56,Germany,Machine tools,
1941,1905,Regine Leibinger,$1.5 B,60,Germany,Machine tools,
1942,1905,Nicola Leibinger-Kammueller,$1.5 B,63,Germany,Manufacturing,
1943,1905,Li Jianli,$1.5 B,50,China,Lithium-ion battery cap,
1944,1905,Li Jiaquan,$1.5 B,59,China,Chemicals,
1945,1905,Li Rucheng,$1.5 B,71,China,Apparel,
1946,1905,Li Shui-po,$1.5 B,66,Taiwan,Stainless steel products,
1947,1905,Scott Lin,$1.5 B,90,Taiwan,Optical components,
1948,1905,Liu Xiucai & family,$1.5 B,66,United States,Chemicals,
1949,1905,Lu Zhongfang,$1.5 B,80,China,Education,
1950,1905,Lu Zongjun,$1.5 B,59,China,Logistics,
1951,1905,Youssef Mansour,$1.5 B,77,Egypt,Diversified,
1952,1905,Bruce Mathieson,$1.5 B,79,Australia,Hotels,
1953,1905,Romano Minozzi,$1.5 B,88,Italy,"Utilities, diversified",
1954,1905,Greg Mondre,$1.5 B,48,United States,Private equity,
1955,1905,Mario Moretti Polegato & family,$1.5 B,70,Italy,Shoes,
1956,1905,Robert Mouawad,$1.5 B,78,Lebanon,Fine jewelry,
1957,1905,Jerry Moyes & family,$1.5 B,79,United States,Transportation,
1958,1905,John Ocampo,$1.5 B,63,United States,Semiconductors,
1959,1905,Stefan Olsson,$1.5 B,74,Sweden,Diversified,
1960,1905,Rubens Ometto Silveira Mello,$1.5 B,73,Brazil,"Sugar, ethanol",
1961,1905,Anne Marie See Pastor,$1.5 B,N/A,Peru,Finance,
1962,1905,George Pastor,$1.5 B,N/A,Peru,Finance,
1963,1905,Nelson Peltz,$1.5 B,80,United States,Investments,
1964,1905,David Penaloza Alanis,$1.5 B,49,Mexico,Toll roads,
1965,1905,Karl-Johan Persson,$1.5 B,48,Sweden,H&M,
1966,1905,Mike Repole,$1.5 B,55,United States,Sports drink,
1967,1905,Duke Reyes,$1.5 B,66,United States,Beer distribution,
1968,1905,Kishin RK,$1.5 B,39,Singapore,"Real estate, hotels",
1969,1905,Carlos Rodriguez-Pastor,$1.5 B,63,Peru,Finance,
1970,1905,Christopher Rokos,$1.5 B,52,United Kingdom,Hedge fund,
1971,1905,John Ruiz,$1.5 B,56,United States,Healthcare services,
1972,1905,Sheryl Sandberg,$1.5 B,53,United States,Facebook,
1973,1905,Amnon Shashua,$1.5 B,62,Israel,Automotive technology,
1974,1905,Ben Silbermann,$1.5 B,40,United States,Social media,
1975,1905,Ron Sim,$1.5 B,64,Singapore,retail,
1976,1905,Leonid Simanovsky,$1.5 B,73,Russia,Investments,
1977,1905,Basudeo Singh,$1.5 B,82,India,Pharmaceuticals,
1978,1905,Frank Slootman,$1.5 B,64,United States,Software,
1979,1905,Terry Snow,$1.5 B,79,Australia,"Airports, real estate",
1980,1905,Axel Stawski,$1.5 B,72,United States,Real estate,
1981,1905,Thomas Steyer,$1.5 B,65,United States,Hedge funds,
1982,1905,Sergei Studennikov & family,$1.5 B,56,Russia,"Liquor stores, supermarkets",
1983,1905,Su Suyu & family,$1.5 B,74,China,"Utilities, real estate",
1984,1905,Kevin Systrom,$1.5 B,39,United States,Instagram,
1985,1905,Tan Lili,$1.5 B,N/A,China,Feed,
1986,1905,Tang Binsen,$1.5 B,40,China,Beverages,
1987,1905,Tang Rui,$1.5 B,N/A,China,Semiconductors,
1988,1905,Prachak Tangkaravakoon,$1.5 B,79,Thailand,Paints,
1989,1905,Jeff Tangney,$1.5 B,50,United States,Healthcare IT,
1990,1905,David Teoh,$1.5 B,67,Australia,Telecom,
1991,1905,Carmen Thyssen,$1.5 B,79,Spain,"Investments, art",
1992,1905,Tran Ba Duong & family,$1.5 B,63,Vietnam,Automotive,
1993,1905,Kenny Troutt,$1.5 B,75,United States,Telecom,
1994,1905,Jens von Bahr,$1.5 B,52,Sweden,Gambling products,
1995,1905,Wang Junmin,$1.5 B,54,China,Pharmaceuticals,
1996,1905,Weng Xianding,$1.5 B,61,China,Medical devices,
1997,1905,Farris Wilks,$1.5 B,71,United States,Natural gas,
1998,1905,Gordon Wu,$1.5 B,87,Hong Kong,Real estate,
1999,1905,Xiong Wu,$1.5 B,47,China,Software,
2000,1905,Xu Zhenhua,$1.5 B,N/A,China,Online games,
2001,1905,Xu Zhihan,$1.5 B,50,China,Electronics,
2002,1905,Tingdong Yang,$1.5 B,62,China,Brewery,
2003,1905,Michael Minhong Yu,$1.5 B,61,China,Education,
2004,1905,Justin Yuan,$1.5 B,N/A,China,Online games,
2005,1905,Zhang Bangxin,$1.5 B,43,China,Education,
2006,1905,Zhang Hong,$1.5 B,N/A,China,Solar,
2007,1905,Zhou Zongwen & family,$1.5 B,66,China,Jewelry,
2008,2020,Antti Aarnio-Wihuri,$1.4 B,83,Finland,Diversified,
2009,2020,Alberto Alcocer,$1.4 B,80,Spain,Investments,
2010,2020,Nigel Austin,$1.4 B,52,Australia,Retail,
2011,2020,Binny Bansal,$1.4 B,40,India,Flipkart,
2012,2020,Girdhari Lal Bawri,$1.4 B,75,India,Pharmaceuticals,
2013,2020,John Bloor,$1.4 B,79,United Kingdom,"Real estate, manufacturing",
2014,2020,Vladimir Bogdanov,$1.4 B,71,Russia,Oil,
2015,2020,Amit Burman,$1.4 B,53,India,Consumer goods,
2016,2020,Cai Jianyong,$1.4 B,52,China,Nickel,
2017,2020,Steve Case,$1.4 B,64,United States,AOL,
2018,2020,Chen Wenyuan & family,$1.4 B,55,China,Testing equipment,
2019,2020,Chua Thian Poh,$1.4 B,74,Singapore,Real estate,
2020,2020,Sasson Dayan & family,$1.4 B,83,Brazil,Banking,
2021,2020,Chris Ellison,$1.4 B,65,Australia,Mining,
